Airplane.damage.,Airplane.fate.,DateCrash,YearCrash,First.flight.,AccidentCountry,Nature,Operator,Phase,Departcountry,Destcountry,Type,Total.airframe.hrs.,Status.,FatalCrew,FatalPass,OccupantsCrew,OccupantsPass,FatalTotal,OccupantsTotal
Destroyed,Written off (damaged beyond repair),Friday 3 November 1950,1950,1948,France,International Scheduled Passenger,Air-India,En route (ENR),Egypt,Switzerland,Lockheed L-749 Constellation,NA,,8,40,8,40,48,48
Damaged beyond repair,NA,Saturday 4 November 1950,1950,1942,Brazil,Unknown,Central Aérea,Takeoff (TOF),Brazil,?,Douglas DC-3 (R4D-1),NA,,0,0,,,0,
Damaged beyond repair,NA,Saturday 4 November 1950,1950,1944,Japan,Military,United States Air Force - USAF,Takeoff (TOF),Japan,?,Douglas SC-47D,NA,,,,,,,
Damaged beyond repair,NA,Sunday 5 November 1950,1950,1945,Australia,Military,Royal Australian Air Force - RAAF,Unknown (UNK),?,?,Douglas C-47B-35-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 7 November 1950,1950,1947,United States of America,Domestic Scheduled Passenger,Northwest Orient Airlines,Approach (APR),United States of America,United States of America,Martin 2-0-2,6166,Final,4,17,4,17,21,21
Damaged beyond repair,NA,Tuesday 7 November 1950,1950,,Antarctica,Unknown,"GUSMP, Directorate of Polar Aviation",Takeoff (TOF),Antarctica,?,Lisunov PS-84,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 8 November 1950,1950,1945,Bolivia,Cargo,Frigorífico Cooperativo Los Andes,Unknown (UNK),?,?,Curtiss C-46D-10-CU Commando,NA,,0,0,2,0,0,2
Damaged beyond repair,NA,Thursday 9 November 1950,1950,1944,United States of America,Military,United States Air Force - USAF,Landing (LDG),?,United States of America,Douglas C-47D,NA,,,,,,,
Damaged beyond repair,NA,Thursday 9 November 1950,1950,1945,North Korea,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-54D-10-DC (DC-4),NA,,3,0,3,0,3,3
Damaged beyond repair,NA,Thursday 9 November 1950,1950,,South Korea,Military,United States Air Force - USAF,Unknown (UNK),?,?,Fairchild C-119C Flying Boxcar,NA,,,,,,,
Damaged beyond repair,NA,Saturday 11 November 1950,1950,,United States of America,Military,United States Air Force - USAF,Approach (APR),United States of America,United States of America,Fairchild C-82A Packet,NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Saturday 11 November 1950,1950,1944,Turkey,Military,Türk Hava Kuvvetleri (Turkish Air Force),Unknown (UNK),Turkey,?,Douglas C-47B-5-DK (DC-3),NA,,,,,,4,
Damaged beyond repair,NA,Wednesday 15 November 1950,1950,,Bolivia,Unknown,Frigorífico Cooperativo Los Andes,Unknown (UNK),?,?,Curtiss C-46,NA,,0,0,2,0,0,2
Damaged beyond repair,NA,Wednesday 15 November 1950,1950,,Romania,Unknown,Transporturile Aeriene Romano-Sovietice - TARS,Unknown (UNK),?,?,Lisunov Li-2P,NA,,,,,,,
Damaged beyond repair,NA,Thursday 16 November 1950,1950,1945,New Zealand,Military,Royal New Zealand Air Force - RNZAF,Approach (APR),?,New Zealand,Douglas C-47B-35-DK (DC-3),NA,,0,0,2,0,0,2
Damaged beyond repair,NA,Friday 17 November 1950,1950,1943,Indonesia,Domestic Scheduled Passenger,Garuda Indonesia Airways,Landing (LDG),?,Indonesia,Douglas C-47A-65-DL (DC-3),NA,,2,0,3,20,2,23
Substantial,Written off (damaged beyond repair),Saturday 18 November 1950,1950,1945,United States of America,Domestic Scheduled Passenger,Trans World Airlines - TWA,Landing (LDG),United States of America,?,Lockheed L-049 Constellation,NA,Preliminary,0,0,5,55,0,60
Damaged beyond repair,NA,Sunday 19 November 1950,1950,1945,North Korea,Military,United States Air Force - USAF,Initial climb (ICL),North Korea,?,Douglas C-54D-10-DC (DC-4),NA,,0,0,,,0,
Damaged beyond repair,NA,Tuesday 21 November 1950,1950,1944,North Korea,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-47D,NA,,3,0,3,0,3,3
Damaged beyond repair,NA,Wednesday 22 November 1950,1950,,Germany,Military,United States Air Force - USAF,Unknown (UNK),?,?,Fairchild C-82A Packet,NA,,,,,,,
Damaged beyond repair,NA,Thursday 23 November 1950,1950,1945,Peru,Domestic Scheduled Passenger,Faucett,Unknown (UNK),Peru,Peru,Douglas C-47B-25-DK (DC-3),NA,,4,5,4,5,9,9
Damaged beyond repair,NA,Friday 24 November 1950,1950,1945,Colombia,Cargo,LIDCA,Unknown (UNK),?,Colombia,Curtiss C-46D-15-CU Commando,NA,,0,0,2,0,0,2
Damaged beyond repair,NA,Saturday 25 November 1950,1950,1944,Bhutan,Cargo,Indamer,Unknown (UNK),?,?,Douglas C-47A-20-DK (DC-3),NA,,3,0,3,0,3,3
Damaged beyond repair,NA,Saturday 25 November 1950,1950,1943,Cuba,Unknown,Cubana de Aviación,Approach (APR),?,Cuba,Douglas DC-3A,NA,,0,0,,,0,
Damaged beyond repair,NA,Tuesday 28 November 1950,1950,1945,Indonesia,Military,Tentara Nasional Indonesia-AU (Air Force),En route (ENR),Indonesia,Indonesia,Douglas C-47B-25-DK (DC-3),NA,,3,12,3,24,15,27
Damaged beyond repair,NA,Friday 1 December 1950,1950,1944,Iran,Domestic Scheduled Passenger,Iran Air,En route (ENR),Iran,Iran,Douglas C-47A-25-DK (DC-3),NA,,7,1,7,1,8,8
Damaged beyond repair,NA,Friday 1 December 1950,1950,1944,North Korea,Military,United States Marine Corps,Landing (LDG),North Korea,North Korea,Douglas R4D-6 (DC-3),NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Saturday 2 December 1950,1950,1945,North Korea,Military,United States Air Force - USAF,Takeoff (TOF),North Korea,?,Douglas C-47D,NA,,0,0,3,35,0,38
Damaged beyond repair,NA,Monday 4 December 1950,1950,1949-04-12  (1 year 8 months),Egypt,Military,Royal Air Force - RAF,Landing (LDG),?,Egypt,Vickers Valetta C.1,NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Wednesday 6 December 1950,1950,1945,South Korea,Military,Royal Australian Air Force - RAAF,Taxi (TXI),?,South Korea,Douglas C-47B-25-DK (DC-3),NA,,0,0,,,0,
Damaged beyond repair,NA,Friday 8 December 1950,1950,1943,Central African Republic,International Scheduled Passenger,Transports Aériens Intercontinentaux - TAI,Initial climb (ICL),Central African Republic,Tanzania,Douglas C-54A-DO (DC-4),NA,,3,43,6,50,46,56
Damaged beyond repair,NA,Friday 8 December 1950,1950,1945,France,Passenger,Air Atlas,En route (ENR),Morocco,France,Douglas C-47B-25-DK (DC-3),NA,,3,2,3,4,5,7
Damaged beyond repair,NA,Tuesday 12 December 1950,1950,,Samoa,Military,Royal New Zealand Air Force - RNZAF,Takeoff (TOF),Samoa,?,Consolidated PB2B-1 Catalina,NA,,,,,,7,8
Damaged beyond repair,NA,Wednesday 13 December 1950,1950,1947,Canada,International Scheduled Passenger,Swissair,Approach (APR),Ireland,Canada,Douglas DC-4-1009,NA,Final,0,0,11,20,0,31
Damaged beyond repair,NA,Wednesday 13 December 1950,1950,1944,India,Domestic Scheduled Passenger,Air-India,En route (ENR),India,India,Douglas C-47B-5-DK (DC-3),NA,,4,17,4,17,21,21
Damaged beyond repair,NA,Wednesday 13 December 1950,1950,1944,Brazil,Domestic Scheduled Passenger,VASP - Viação Aérea São Paulo,Initial climb (ICL),Brazil,?,Douglas C-47A-90-DL (DC-3),NA,,0,0,,,0,
Damaged beyond repair,NA,Thursday 14 December 1950,1950,1945,Brazil,Domestic Scheduled Passenger,VASP - Viação Aérea São Paulo,Initial climb (ICL),Brazil,Brazil,Douglas C-47B-50-DK (DC-3),NA,,0,1,4,16,1,20
Damaged beyond repair,NA,Friday 15 December 1950,1950,1942,Venezuela,Domestic Non Scheduled Passenger,AVENSA,En route (ENR),Venezuela,Venezuela,Douglas C-47-DL (DC-3),NA,,3,28,3,28,31,31
Damaged beyond repair,NA,Sunday 17 December 1950,1950,1944,Brazil,Unknown,Loide Aéreo Nacional,Landing (LDG),Brazil,Brazil,Curtiss C-46A-45-CU Commando,NA,,0,0,5,44,0,49
Damaged beyond repair,NA,Monday 18 December 1950,1950,,Vietnam,Military,L'Armée de L'Air,Unknown (UNK),?,?,Junkers Ju-52,NA,,,,,,15,15
Damaged beyond repair,NA,Tuesday 19 December 1950,1950,1945,Philippines,Military,United States Air Force - USAF,En route (ENR),Japan,Philippines,Douglas C-54E-5-DO (DC-4),NA,,7,30,7,30,37,37
Damaged beyond repair,NA,Wednesday 20 December 1950,1950,,Libya,Military,Royal Air Force - RAF,Approach (APR),Libya,Libya,Handley Page Hastings C.1,NA,,5,0,7,27,5,34
Damaged beyond repair,NA,Wednesday 20 December 1950,1950,1944,Malaysia,Military,Royal Australian Air Force - RAAF,Approach (APR),?,?,Douglas C-47A-15-DK (DC-3),NA,,0,0,4,4,0,8
Damaged beyond repair,NA,Friday 22 December 1950,1950,1944,Canada,Domestic Scheduled Passenger,Canadian Pacific Air Lines - CPAL,Approach (APR),Canada,Canada,Douglas C-47A-20-DK (DC-3),NA,Final,2,0,3,15,2,18
Damaged beyond repair,NA,Friday 22 December 1950,1950,,Spain,Military,Ejército del Aire,En route (ENR),?,?,CASA 352 (Junkers Ju-52),NA,,,,,,5,5
Damaged beyond repair,NA,Sunday 24 December 1950,1950,,Italy,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-47A-80-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Wednesday 27 December 1950,1950,1945,South Korea,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-47B-30-DK (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 28 December 1950,1950,,Indonesia,Military,Marine Luchtvaart Dienst (MLD),Takeoff (TOF),?,?,Consolidated PBY-5A Catalina,NA,,,,,,3,7
Destroyed,Written off (damaged beyond repair),Saturday 30 December 1950,1950,1944,Argentina,Domestic Scheduled Passenger,Aerolineas Argentinas,En route (ENR),Argentina,Argentina,Douglas C-47A-20-DK (DC-3),NA,,3,11,3,12,14,15
Damaged beyond repair,NA,Monday 1 January 1951,1951,1943,Bolivia,Unknown,Lloyd Aéreo Boliviano - LAB,Unknown (UNK),?,?,Douglas C-47A-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Tuesday 2 January 1951,1951,1942,Canada,Unknown,McInnes Products,Takeoff (TOF),?,?,Douglas C-47-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 4 January 1951,1951,1945,United States of America,Domestic Non Scheduled Passenger,Monarch Air Service,Takeoff (TOF),United States of America,United States of America,Curtiss C-46D-15-CU Commando,1257,Final,0,0,3,45,0,48
Damaged beyond repair,NA,Monday 8 January 1951,1951,1945,South Korea,Military,United States Air Force - USAF,Landing (LDG),?,?,Curtiss C-46D-20-CU Commando,NA,,2,0,3,0,2,3
Damaged beyond repair,NA,Monday 8 January 1951,1951,1945,South Korea,Military,United States Air Force - USAF,Standing (STD),-,-,Curtiss C-46D-15-CU Commando,NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Monday 8 January 1951,1951,1945,South Korea,Military,United States Air Force - USAF,Standing (STD),-,-,Curtiss C-46D-20-CU Commando,NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Wednesday 10 January 1951,1951,1944,United States of America,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-47B-15-DK (DC-3),NA,,0,0,,,0,
Damaged beyond repair,NA,Saturday 13 January 1951,1951,1945,Malaysia,Domestic Non Scheduled Passenger,Air Carriers,Unknown (UNK),Malaysia,Malaysia,Douglas VC-47D-27-DK (DC-3),NA,,3,7,3,7,10,10
Damaged beyond repair,NA,Sunday 14 January 1951,1951,1947,United States of America,Domestic Scheduled Passenger,National Airlines,Landing (LDG),United States of America,United States of America,Douglas DC-4-1009,NA,Final,1,6,3,25,7,28
Damaged beyond repair,NA,Tuesday 16 January 1951,1951,1948,United States of America,Domestic Scheduled Passenger,Northwest Orient Airlines,En route (ENR),United States of America,United States of America,Martin 2-0-2,5874,Final,3,7,3,7,10,10
Damaged beyond repair,NA,Tuesday 16 January 1951,1951,1945,South Korea,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-54D-1-DC (DC-4),NA,,4,0,4,0,4,4
Damaged beyond repair,NA,Tuesday 16 January 1951,1951,,Canada,Military,United States Air Force - USAF,Takeoff (TOF),?,?,Douglas C-47B-1-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 18 January 1951,1951,,Peru,Military,Transporte Aéreo Militar - TAM Peru,En route (ENR),Peru,Peru,Douglas DC-3,NA,,,,,,15,15
Damaged beyond repair,NA,Saturday 20 January 1951,1951,,Japan,Military,United States Air Force - USAF,Landing (LDG),?,Japan,Grumman SA-16A Albatross,NA,Preliminary,,,,,,
Damaged beyond repair,NA,Saturday 20 January 1951,1951,,Syria,Military,United States Air Force - USAF,Unknown (UNK),Syria,?,Fairchild C-82A Packet,NA,,,,,,,
Substantial,Written off (damaged beyond repair),Tuesday 23 January 1951,1951,,Netherlands,Ferry/positioning,Marine Luchtvaart Dienst (MLD),Landing (LDG),Netherlands,?,Consolidated PBY-5A Catalina,NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Saturday 27 January 1951,1951,1948,Italy,International Scheduled Passenger,Alitalia,Approach (APR),France,Italy,Savoia-Marchetti SM-95B,NA,Final,4,10,5,12,14,17
Damaged beyond repair,NA,Saturday 27 January 1951,1951,1948,Indonesia,-,Bataafse Petroleum Maatschappij (BPM),Standing (STD),-,-,Grumman G-73 Mallard,NA,,0,0,0,0,0,0
Damaged beyond repair,NA,Sunday 28 January 1951,1951,,Malta,Ferry/positioning,Trans Oceanic Airways,Takeoff (TOF),Malta,?,Shorts S.45 Solent 3,NA,,0,1,,,1,39
Damaged beyond repair,NA,Sunday 28 January 1951,1951,,United States of America,Military,United States Air Force - USAF,Landing (LDG),?,United States of America,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Sunday 28 January 1951,1951,,Taiwan,Military,Royal Air Force - RAF,En route (ENR),Hong Kong,Japan,Short S.25 Sunderland GR.5,NA,,7,7,7,7,14,14
Damaged beyond repair,NA,Wednesday 31 January 1951,1951,1944,Colombia,Cargo,Limitada Nacional de Servicio Aéreo - LANSA,Unknown (UNK),Colombia,Colombia,Douglas C-47A-90-DL (DC-3),NA,,0,0,2,0,0,2
Damaged beyond repair,NA,Wednesday 31 January 1951,1951,1944,Iceland,Domestic Scheduled Passenger,Icelandair Flugfélag Islands,Approach (APR),Iceland,Iceland,Douglas C-47A-10-DK (DC-3),NA,,3,17,3,17,20,20
Damaged beyond repair,NA,Wednesday 31 January 1951,1951,1945,Portugal,Military,Aeronáutica Militar,Approach (APR),Portugal,Portugal,Douglas C-54D-1-DC (DC-4),NA,,2,12,2,12,14,14
Destroyed,Written off (damaged beyond repair),Thursday 1 February 1951,1951,,Russia,Military,Soviet Air Force,Initial climb (ICL),Russia,Russia,Lisunov Li-2,NA,,2,0,6,0,2,6
Destroyed,Written off (damaged beyond repair),Saturday 3 February 1951,1951,1946,Cameroon,International Scheduled Passenger,Air France,En route (ENR),Cameroon,Niger,Douglas DC-4-1009,NA,Final,6,23,6,23,29,29
Damaged beyond repair,NA,Wednesday 7 February 1951,1951,1936,Finland,Military,Suomen Ilmavoimat,Takeoff (TOF),Finland,?,Douglas DC-2-200,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 7 February 1951,1951,,United States of America,Military,United States Marine Corps,En route (ENR),United States of America,United States of America,Fairchild R4Q-1 Packet (C-119C),NA,,,,,,9,9
Damaged beyond repair,NA,Friday 9 February 1951,1951,1944,Japan,Military,United States Navy,Landing (LDG),?,Japan,Douglas R4D-6 (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Monday 12 February 1951,1951,1944,Laos,Unknown,Aigle Azur,Landing (LDG),?,Laos,Douglas C-47A-80-DL (DC-3),NA,,0,0,,,0,
Damaged beyond repair,NA,Monday 12 February 1951,1951,1944,South Korea,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-47D (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Wednesday 14 February 1951,1951,,Colombia,Cargo,Limitada Nacional de Servicio Aéreo - LANSA,En route (ENR),Colombia,Colombia,Curtiss C-46A-5-CK Commando,NA,,2,0,2,0,2,2
Damaged beyond repair,NA,Friday 16 February 1951,1951,,Tunisia,Military,Royal Air Force - RAF,En route (ENR),?,Gibraltar,Short Sunderland GR.5,NA,,8,0,8,0,8,8
Damaged beyond repair,NA,Sunday 18 February 1951,1951,1950,Sweden,Military,Royal Air Force - RAF,Approach (APR),Sweden,United Kingdom,Vickers Valetta C.1,NA,,1,0,,,1,22
Damaged beyond repair,NA,Monday 19 February 1951,1951,1944,United States of America,Military,United States Navy,Landing (LDG),?,United States of America,Douglas R4D-5,NA,,,,,,,
Damaged beyond repair,NA,Wednesday 21 February 1951,1951,1945,Brazil,Cargo,Companhia Itaú de Transportes Aéreos,Landing (LDG),?,Brazil,Curtiss C-46A-60-CS Commando,NA,,0,0,4,0,0,4
Damaged beyond repair,NA,Friday 23 February 1951,1951,,United States of America,Cargo,Slick Airways,En route (ENR),United States of America,United States of America,Curtiss C-46E-1-CS Commando,NA,,0,0,3,0,0,3
Damaged beyond repair,NA,Friday 23 February 1951,1951,1944,Norway,Military,United States Air Force - USAF,Landing (LDG),?,Norway,Douglas VC-47B (DC-3),NA,,0,0,,,0,
Damaged beyond repair,NA,Sunday 25 February 1951,1951,1945,Japan,Military,United States Air Force - USAF,Approach (APR),?,Japan,Curtiss C-46D-15-CU Commando,NA,,3,0,3,0,3,3
Damaged beyond repair,NA,Tuesday 27 February 1951,1951,1948,United States of America,Domestic Scheduled Passenger,Mid-Continent Airlines,Initial climb (ICL),United States of America,?,Convair CV-240-2,4115,Final,0,0,4,30,0,34
Damaged beyond repair,NA,Friday 2 March 1951,1951,1942,United States of America,Domestic Scheduled Passenger,Mid-Continent Airlines,Approach (APR),United States of America,United States of America,Douglas DC-3A (C-53-DO),28202,Final,3,13,4,21,16,25
Damaged beyond repair,NA,Monday 5 March 1951,1951,1945,South Korea,Military,United States Air Force - USAF,Unknown (UNK),?,?,Douglas C-54D-10-DC (DC-4),NA,,,,,,,
Damaged beyond repair,NA,Monday 5 March 1951,1951,1944,Japan,Military,United States Air Force - USAF,Approach (APR),?,Japan,Douglas C-47B-1-DK (DC-3),NA,,1,0,3,0,1,3
Damaged beyond repair,NA,Sunday 11 March 1951,1951,1944,Hong Kong,International Scheduled Passenger,Pacific Overseas Airlines,En route (ENR),Hong Kong,Thailand,Douglas R5D-1 (DC-4),NA,,4,20,4,20,24,24
Damaged beyond repair,NA,Thursday 15 March 1951,1951,,Canada,Military,Royal Canadian Air Force - RCAF,Takeoff (TOF),Canada,?,Canadair DC-4M1 North Star,NA,,,,,,,
Substantial,Repaired,Monday 19 March 1951,1951,1948,United States of America,Domestic Scheduled Passenger,Trans World Airlines - TWA,Landing (LDG),United States of America,United States of America,Lockheed L-749 Constellation,NA,Final,0,0,5,29,0,34
Damaged beyond repair,NA,Monday 19 March 1951,1951,,United Kingdom,Military,Royal Air Force - RAF,Initial climb (ICL),United Kingdom,United Kingdom,Handley Page Hastings C.2,NA,,3,0,5,3,3,8
Damaged beyond repair,NA,Wednesday 21 March 1951,1951,1943,Colombia,Domestic Scheduled Passenger,Limitada Nacional de Servicio Aéreo - LANSA,En route (ENR),Colombia,Colombia,Douglas R4D-1 (DC-3),NA,,3,26,3,26,29,29
Damaged beyond repair,NA,Thursday 22 March 1951,1951,1942,Brazil,Domestic Scheduled Passenger,Cruzeiro do Sul,Initial climb (ICL),Brazil,Brazil,Douglas C-53-DO (DC-3),NA,,0,3,4,10,3,14
Damaged beyond repair,NA,Friday 23 March 1951,1951,,Atlantic Ocean,Military,United States Air Force - USAF,En route (ENR),United States of America,United Kingdom,Douglas C-124A Globemaster II,NA,,9,44,9,44,53,53
Damaged beyond repair,NA,Friday 23 March 1951,1951,,South Korea,Military,United States Air Force - USAF,Unknown (UNK),?,?,Fairchild C-119C-15-FA Flying Boxcar,NA,,,,,,2,8
Damaged beyond repair,NA,Monday 26 March 1951,1951,1944,Argentina,Domestic Scheduled Passenger,Aerolineas Argentinas,Initial climb (ICL),Argentina,Argentina,Douglas C-47A-5-DK (DC-3),NA,,3,8,4,16,11,20
Damaged beyond repair,NA,Tuesday 27 March 1951,1951,1943,United Kingdom,Cargo,Air Transport Charter,Initial climb (ICL),United Kingdom,United Kingdom,Douglas C-47A-75-DL Dakota 3,NA,,2,0,3,0,2,3
Damaged beyond repair,NA,Tuesday 27 March 1951,1951,1944,Australia,Unknown,Australian Department of Civil Aviation,Unknown (UNK),?,Australia,Douglas C-47A-5-DK (DC-3),NA,,0,0,,,0,
Damaged beyond repair,NA,Tuesday 27 March 1951,1951,,United States of America,Military,United States Air Force - USAF,Unknown (UNK),?,United States of America,Douglas C-47A-90-DL (DC-3),NA,,,,,,,
Damaged beyond repair,NA,Thursday 29 March 1951,1951,,South Korea,Military,United States Air Force - USAF,En route (ENR),?,?,Fairchild C-119B Flying Boxcar,NA,,1,0,5,0,1,5
Damaged beyond repair,NA,Thursday 29 March 1951,1951,1949-01-25  (2 years 2 months),Uganda,Military,Royal Air Force - RAF,Takeoff (TOF),?,Uganda,Vickers Valetta C.1,NA,,0,0,,,0,
Damaged beyond repair,NA,Friday 30 March 1951,1951,1945,Iceland,Cargo,Seaboard & Western Airlines,Approach (APR),?,Iceland,Douglas C-54B-1-DC (DC-4),NA,,0,0,6,0,0,6
